question_id,subject,chapter,topic,question,options,correct_option,answer,explanation,question_type,paper_id
lv3vef5l,maths,3d-geometry,lines-in-space,"<p>If the shortest distance between the lines $$\frac{x-\lambda}{2}=\frac{y-4}{3}=\frac{z-3}{4}$$ and $$\frac{x-2}{4}=\frac{y-4}{6}=\frac{z-7}{8}$$ is $$\frac{13}{\sqrt{29}}$$, then a value of $$\lambda$$ is :</p>","[{""identifier"": ""A"", ""content"": ""$$\\frac{13}{25}$$\n""}, {""identifier"": ""B"", ""content"": ""1""}, {""identifier"": ""C"", ""content"": ""$$-$$1\n""}, {""identifier"": ""D"", ""content"": ""$$-\\frac{13}{25}$$""}]","[""B""]",,"<p>$$\begin{aligned}
&amp; \vec{l}_1=2 \hat{i}+3 \hat{j}+4 \hat{k} \\
&amp; \vec{l}_2=4 \hat{i}+6 \hat{j}+8 \hat{k}
\end{aligned}$$</p>
<p><img src=""https://app-content.cdn.examgoal.net/fly/@width/image/1lw4lkbz1/158cd7a8-1619-430b-bf76-8b2ddd399871/01d314d0-10f4-11ef-8553-fdfc6347789d/file-1lw4lkbz2.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/1lw4lkbz1/158cd7a8-1619-430b-bf76-8b2ddd399871/01d314d0-10f4-11ef-8553-fdfc6347789d/file-1lw4lkbz2.png"" loading=""lazy"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;max-height: 40vh;vertical-align: baseline"" alt=""JEE Main 2024 (Online) 8th April Evening Shift Mathematics - 3D Geometry Question 13 English Explanation""></p>
<p>$$S . D .=\frac{|(2 \hat{i}+3 \hat{j}+4 \hat{k}) \times((\lambda-2) \hat{i}-4 \hat{k})|}{|2 \hat{i}+3 \hat{j}+4 \hat{k}|}$$</p>
<p>$$\begin{aligned}
&amp; \left|\begin{array}{ccc}
\hat{i} &amp; \hat{j} &amp; \hat{k} \\
2 &amp; 3 &amp; 4 \\
\lambda-2 &amp; 0 &amp; -4
\end{array}\right|=-12 \hat{i}-\hat{j}(-8-4 \lambda+8)+\hat{k}(6-3 \lambda) \\
&amp; =-12 \hat{i}+4 \lambda \hat{j}+(6-3 \lambda) \hat{k} \\
&amp; \frac{\sqrt{144+16 \lambda^2+(6-3 \lambda)^2}}{\sqrt{29}}=\frac{13}{\sqrt{29}} \\
&amp; 144+16 \lambda^2+(6-3 \lambda)^2=169 \\
&amp; \Rightarrow 16 \lambda^2+9 \lambda^2+36-36 \lambda+144-169=0 \\
\end{aligned}$$</p>
<p>$$\begin{aligned}
&amp; \Rightarrow 25 \lambda^2-36 \lambda+11=0 \\
&amp; \Rightarrow 25 \lambda^2-25 \lambda-11 \lambda+11=0 \\
&amp; \Rightarrow(25 \lambda-11)(\lambda-1)=0 \\
&amp; \Rightarrow \lambda=1, \frac{11}{25}
\end{aligned}$$</p>",mcq,jee-main-2024-online-8th-april-evening-shift
lv3vefgs,maths,3d-geometry,lines-in-space,"<p>Let $$\mathrm{P}(\alpha, \beta, \gamma)$$ be the image of the point $$\mathrm{Q}(1,6,4)$$ in the line $$\frac{x}{1}=\frac{y-1}{2}=\frac{z-2}{3}$$. Then $$2 \alpha+\beta+\gamma$$ is equal to ________</p>",[],,11,"<p><img src=""https://app-content.cdn.examgoal.net/fly/@width/image/1lw4mrnop/6ea8698b-9387-47c8-8aca-29425e7a83aa/b6aa6990-10f8-11ef-b50f-395513bc7af2/file-1lw4mrnoq.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/1lw4mrnop/6ea8698b-9387-47c8-8aca-29425e7a83aa/b6aa6990-10f8-11ef-b50f-395513bc7af2/file-1lw4mrnoq.png"" loading=""lazy"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;max-height: 40vh;vertical-align: baseline"" alt=""JEE Main 2024 (Online) 8th April Evening Shift Mathematics - 3D Geometry Question 12 English Explanation""></p>
<p>$$\begin{aligned}
&amp; \overrightarrow{Q R} \cdot(\hat{i}+2 \hat{j}+3 \hat{k})=0 \\
&amp; (t-1)+(2 t-5) \times 2+(3 t-2) \times 3=0 \Rightarrow t=\frac{17}{14} \\
&amp; \Rightarrow R \equiv\left(\frac{17}{14}, \frac{48}{14}, \frac{79}{14}\right) \\
&amp; \Rightarrow \frac{\alpha+1}{2}=\frac{17}{14}, \frac{\beta+6}{2}=\frac{48}{14}, \frac{\gamma+4}{2}=\frac{79}{14} \\
&amp; 2 \alpha+\beta+\gamma=\frac{68}{14}-2+\frac{96}{14}-6+\frac{158}{14}-4=11
\end{aligned}$$</p>",integer,jee-main-2024-online-8th-april-evening-shift
lv5gsxy6,maths,3d-geometry,lines-in-space,"<p>If the shortest distance between the lines</p>
<p>$$\begin{array}{ll}
L_1: \vec{r}=(2+\lambda) \hat{i}+(1-3 \lambda) \hat{j}+(3+4 \lambda) \hat{k}, &amp; \lambda \in \mathbb{R} \\
L_2: \vec{r}=2(1+\mu) \hat{i}+3(1+\mu) \hat{j}+(5+\mu) \hat{k}, &amp; \mu \in \mathbb{R}
\end{array}$$</p>
<p>is $$\frac{m}{\sqrt{n}}$$, where $$\operatorname{gcd}(m, n)=1$$, then the value of $$m+n$$ equals</p>","[{""identifier"": ""A"", ""content"": ""384""}, {""identifier"": ""B"", ""content"": ""387""}, {""identifier"": ""C"", ""content"": ""390""}, {""identifier"": ""D"", ""content"": ""377""}]","[""B""]",,"<p>$$\begin{aligned}
& L_1: \vec{r}=(2+\lambda) \hat{i}+(1-3 \lambda) \hat{j}+(3+4 \lambda) \hat{k} \\
& L_1=2 \hat{i}+\hat{j}+3 \hat{k}+\lambda(\hat{i}-3 \hat{j}+4 \hat{k}) \\
& L_2: \vec{r}=2 \hat{i}+3 \hat{j}+5 \hat{k}+\mu(2 \hat{i}+3 \hat{j}+\hat{k}) \\
& \vec{a}_1=2 \hat{i}+\hat{j}+3 \hat{k} \\
& \vec{a}_2=2 \hat{i}+3 \hat{j}+5 \hat{k} \\
& \vec{a}_2-\vec{a}_1=2 \hat{j}+2 \hat{k} \\
& \vec{b}_1=\hat{i}-3 \hat{j}+4 \hat{k}, \vec{b}_2=2 \hat{i}+3 \hat{j}+\hat{k} \\
& \vec{b}_1 \times \vec{b}_2=\left|\begin{array}{ccc}
\hat{i} & \hat{j} & \hat{k} \\
1 & -3 & 4 \\
2 & 3 & 1
\end{array}\right|
\end{aligned}$$</p>
<p>$$\begin{aligned}
& \hat{i}(-3-12)-\hat{j}(1-8)+\hat{k}(3+6) \\
& =-15 \hat{i}+7 \hat{j}+9 \hat{k} \\
& \left|\vec{b}_1 \times \vec{b}_2\right|=\sqrt{225+49+81} \\
& \left|\frac{\left(\vec{a}_2-\vec{a}_1\right) \cdot\left(\vec{b}_1 \times \vec{b}_2\right)}{\left|\vec{b}_1 \times \vec{b}_2\right|}\right|=\frac{14+18}{\sqrt{355}}=\frac{32}{\sqrt{355}} \\
& m+n=387
\end{aligned}$$</p>",mcq,jee-main-2024-online-8th-april-morning-shift
lv7v3jvb,maths,3d-geometry,lines-in-space,"<p>Let $$\mathrm{d}$$ be the distance of the point of intersection of the lines $$\frac{x+6}{3}=\frac{y}{2}=\frac{z+1}{1}$$ and $$\frac{x-7}{4}=\frac{y-9}{3}=\frac{z-4}{2}$$ from the point $$(7,8,9)$$. Then $$\mathrm{d}^2+6$$ is equal to :</p>","[{""identifier"": ""A"", ""content"": ""75""}, {""identifier"": ""B"", ""content"": ""78""}, {""identifier"": ""C"", ""content"": ""72""}, {""identifier"": ""D"", ""content"": ""69""}]","[""A""]",,"<p>$$\begin{aligned}
& P_1:(3 k-6,2 k, k-1) \\
& P_2(4 \alpha+7,3 \alpha+9,2 \alpha+4) \\
& P_1 \equiv P_2 \\
& 3 k-6=4 \alpha+7 \Rightarrow 3 k-4 \alpha=13 \\
& 2 k=3 \alpha+9 \Rightarrow 2 k-3 \alpha=9 \\
& \therefore k=3, \alpha=-1 \\
& \therefore P_1:(3,6,2)
\end{aligned}$$</p>
<p>Distance of $$(3,6,2)$$ and $$(7,8,9)$$</p>
<p>$$\begin{aligned}
& =\sqrt{16+4+49}=\sqrt{69}=d \\
& d^2+6=69+6=75
\end{aligned}$$</p>",mcq,jee-main-2024-online-5th-april-morning-shift
lv9s1zwj,maths,3d-geometry,lines-in-space,"<p>Let $$(\alpha, \beta, \gamma)$$ be the image of the point $$(8,5,7)$$ in the line $$\frac{x-1}{2}=\frac{y+1}{3}=\frac{z-2}{5}$$. Then $$\alpha+\beta+\gamma$$ is equal to :</p>","[{""identifier"": ""A"", ""content"": ""16""}, {""identifier"": ""B"", ""content"": ""20""}, {""identifier"": ""C"", ""content"": ""18""}, {""identifier"": ""D"", ""content"": ""14""}]","[""D""]",,"<p>$$(x, y, z) \equiv(2 \lambda+1,3 \lambda+1,5 \lambda+2)$$</p>
<p><img src=""https://app-content.cdn.examgoal.net/fly/@width/image/1lwenv6x5/39fb95d9-cd80-4c68-91b8-1f5c0166f573/d8931b90-167c-11ef-9070-f523f4c6bd4b/file-1lwenv6x6.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/1lwenv6x5/39fb95d9-cd80-4c68-91b8-1f5c0166f573/d8931b90-167c-11ef-9070-f523f4c6bd4b/file-1lwenv6x6.png"" loading=""lazy"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;max-height: 40vh;vertical-align: baseline"" alt=""JEE Main 2024 (Online) 5th April Evening Shift Mathematics - 3D Geometry Question 7 English Explanation""></p>
<p>DR of $$P Q$$ :</p>
<p>$$(2 \lambda-7,3 \lambda-6,5 \lambda-5)$$</p>
<p>DR of line : $$(2,3,5)$$</p>
<p>$$\begin{array}{ll}
\therefore &amp; 2(2 \lambda-7)+3(3 \lambda-6)+5(5 \lambda-5)=0 \\
\Rightarrow &amp; \lambda=\frac{3}{2} \\
\therefore \quad &amp; Q\left(4, \frac{7}{2}, \frac{19}{2}\right) \\
\therefore \quad &amp; (\alpha, \beta, y) \equiv(0,2,12) \quad\left(Q \text { is mid point of } P \&amp; P^{\prime}\right) \\
&amp; \alpha+\beta+y \equiv 14
\end{array}$$</p>",mcq,jee-main-2024-online-5th-april-evening-shift
lv9s20kw,maths,3d-geometry,lines-in-space,"<p>Let the point $$(-1, \alpha, \beta)$$ lie on the line of the shortest distance between the lines $$\frac{x+2}{-3}=\frac{y-2}{4}=\frac{z-5}{2}$$ and $$\frac{x+2}{-1}=\frac{y+6}{2}=\frac{z-1}{0}$$. Then $$(\alpha-\beta)^2$$ is equal to _________.</p>",[],,25,"<p><img src=""https://app-content.cdn.examgoal.net/fly/@width/image/1lweuubn4/2752e8cb-54f7-4c91-8212-691518b0463e/20511700-1698-11ef-ad74-71e0a1829759/file-1lweuubn5.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/1lweuubn4/2752e8cb-54f7-4c91-8212-691518b0463e/20511700-1698-11ef-ad74-71e0a1829759/file-1lweuubn5.png"" loading=""lazy"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;max-height: 40vh;vertical-align: baseline"" alt=""JEE Main 2024 (Online) 5th April Evening Shift Mathematics - 3D Geometry Question 6 English Explanation""></p>
<p>$$\overrightarrow{A B} \perp \vec{L}_1 \text { and } \overrightarrow{A B} \perp \vec{L}_2$$</p>
<p>$$\begin{aligned}
&amp; \overrightarrow{A B}=(-3 m-2+n+2,4 m+2-2 n+6,2 m+5-1) \\
&amp; =(-3 m+n, 4 m-2 n+8,2 m+4) \\
&amp; \overrightarrow{A B} \perp \vec{L}_1 \\
&amp; \Rightarrow-3(-3 m+n)+4(4 m-2 n+8)+2(2 m+4)=0 \\
&amp; (9 m+16 m+4 m)+(-3 n-8 n)+32+8=0 \\
&amp; \Rightarrow 29 m-11 n+40=0 \quad \ldots(1) \\
&amp; \overrightarrow{A B} \perp \vec{L}_2 \\
&amp; \Rightarrow-1(-3 m+n)+2(4 m-2 n+8)+0(2 m+4)=0 \\
&amp; \Rightarrow 3 m-n+8 m-4 n+16=0 \\
&amp; \Rightarrow 11 m-5 n+16=0 \Rightarrow m=-1, n=1 \\
&amp; \Rightarrow A \equiv(1,-2,3), \quad B \equiv(-3,-4,1) \\
&amp; A B \text { line } \Rightarrow \frac{x-1}{2}=\frac{y+2}{1}=\frac{z-3}{1} \\
&amp; \Rightarrow \alpha=-2, \quad \beta=3 \\
&amp; \Rightarrow(\alpha-\beta)^2=25
\end{aligned}$$</p>",integer,jee-main-2024-online-5th-april-evening-shift
lvb294m1,maths,3d-geometry,lines-in-space,"<p>Let $$\mathrm{P}(\alpha, \beta, \gamma)$$ be the image of the point $$\mathrm{Q}(3,-3,1)$$ in the line $$\frac{x-0}{1}=\frac{y-3}{1}=\frac{z-1}{-1}$$ and $$\mathrm{R}$$ be the point $$(2,5,-1)$$. If the area of the triangle $$\mathrm{PQR}$$ is $$\lambda$$ and $$\lambda^2=14 \mathrm{~K}$$, then $$\mathrm{K}$$ is equal to :</p>","[{""identifier"": ""A"", ""content"": ""18""}, {""identifier"": ""B"", ""content"": ""81""}, {""identifier"": ""C"", ""content"": ""72""}, {""identifier"": ""D"", ""content"": ""36""}]","[""B""]",,"<p><img src=""https://app-content.cdn.examgoal.net/fly/@width/image/1lwad7urv/960c0402-e139-4dd9-89a4-53df9b260717/11b135b0-1420-11ef-90c1-6758c45d5635/file-1lwad7urw.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/1lwad7urv/960c0402-e139-4dd9-89a4-53df9b260717/11b135b0-1420-11ef-90c1-6758c45d5635/file-1lwad7urw.png"" loading=""lazy"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;max-height: 40vh;vertical-align: baseline"" alt=""JEE Main 2024 (Online) 6th April Evening Shift Mathematics - 3D Geometry Question 5 English Explanation""></p>
<p>$$\text { Line } L \Rightarrow \frac{x-0}{1}=\frac{y-3}{1}=\frac{z-1}{-1}=\mu$$</p>
<p>Point $$M(\mu, \mu+3,-\mu+1)$$</p>
<p>Direction vector of $$Q M=(\mu-3, \mu+6,-\mu)$$</p>
<p>Direction vector of line $$L=(1,1,-1)$$</p>
<p>Both direction vector are perpendicular so</p>
<p>$$\begin{aligned}
&amp; 1 \times(\mu-3)+1 \times(\mu+6)-1 \times(-\mu)=0 \\
&amp; \mu=-1
\end{aligned}$$</p>
<p>Point $$M(-1,2,2)$$ midpoint of $$P Q$$</p>
<p>So point $$P(\alpha, \beta, \gamma)=(-5,7,3)$$</p>
<p>Area of $$\triangle P Q R=\frac{1}{2}|\overrightarrow{P Q} \times \overrightarrow{Q R}|$$</p>
<p>$$\begin{aligned}
&amp; \overrightarrow{P Q}=(8,-10,-2) \\
&amp; \overrightarrow{Q R}=(-1,8,-2) \\
&amp; \overrightarrow{P Q} \times \overrightarrow{Q R}=\left|\begin{array}{ccc}
\hat{i} &amp; \hat{j} &amp; \hat{k} \\
8 &amp; -10 &amp; -2 \\
-1 &amp; 8 &amp; -2
\end{array}\right|=36 \hat{i}+18 \hat{j}+54 \hat{k}
\end{aligned}$$</p>
<p>Area of $$\triangle P Q R=\lambda$$</p>
<p>$$\lambda=\frac{1}{2} \sqrt{(36)^2+(18)^2+(54)^2}$$</p>
<p>$$\begin{aligned}
&amp; \lambda^2=\frac{1}{4}(4536) \\
&amp; \lambda^2=1134 \\
&amp; \lambda^2=14 K \text { (given) } \\
&amp; 14 K=1134 \\
&amp; K=\frac{1134}{14}=81 \\
&amp; K=81
\end{aligned}$$</p>",mcq,jee-main-2024-online-6th-april-evening-shift
lvb29516,maths,3d-geometry,lines-in-space,"<p>If the shortest distance between the lines $$\frac{x-\lambda}{3}=\frac{y-2}{-1}=\frac{z-1}{1}$$ and $$\frac{x+2}{-3}=\frac{y+5}{2}=\frac{z-4}{4}$$ is $$\frac{44}{\sqrt{30}}$$, then the largest possible value of $$|\lambda|$$ is equal to _________.</p>",[],,43,"<p>$$\begin{aligned}
& L_1: \frac{x-\lambda}{3}=\frac{y-2}{-1}=\frac{z-1}{1} \\
& L_2: \frac{x+2}{-3}=\frac{y+5}{2}=\frac{z-4}{4}
\end{aligned}$$</p>
<p>$$\begin{aligned}
& n_1 \times n_2=\left|\begin{array}{ccc}
\hat{i} & \hat{j} & \hat{k} \\
3 & -1 & 1 \\
-3 & 2 & 4
\end{array}\right| \\
& =-6 \hat{i}-15 \hat{j}+3 \hat{k} \\
& d=\left|\frac{[(\lambda+2) \hat{i}+7 \hat{j}-3 \hat{k}][-6 \hat{i}-15 \hat{j}+3 \hat{k}]}{|-6 \hat{i}-15 \hat{j}+3 \hat{k}|}\right|=\frac{44}{\sqrt{30}} \\
& \left|\frac{-6 \lambda-12-105-9}{\sqrt{270}}\right|=\frac{44}{\sqrt{30}} \\
& |6 \lambda+126|=132 \\
& |\lambda+21|=22 \\
& \lambda+21= \pm 22 \\
& |\lambda|_{\max }=43
\end{aligned}$$</p>",integer,jee-main-2024-online-6th-april-evening-shift
lvc58e18,maths,3d-geometry,lines-in-space,<p>The shortest distance between the lines $$\frac{x-3}{2}=\frac{y+15}{-7}=\frac{z-9}{5}$$ and $$\frac{x+1}{2}=\frac{y-1}{1}=\frac{z-9}{-3}$$ is</p>,"[{""identifier"": ""A"", ""content"": ""$$8 \\sqrt{3}$$\n""}, {""identifier"": ""B"", ""content"": ""$$6 \\sqrt{3}$$\n""}, {""identifier"": ""C"", ""content"": ""$$5 \\sqrt{3}$$\n""}, {""identifier"": ""D"", ""content"": ""$$4 \\sqrt{3}$$""}]","[""D""]",,"<p>Given two lines are represented as:</p>

<p>$ \frac{x-3}{2} = \frac{y+15}{-7} = \frac{z-9}{5} $</p>

<p>and</p>

<p>$ \frac{x+1}{2} = \frac{y-1}{1} = \frac{z-9}{-3} $</p>

<p>The formula for the shortest distance between two lines is:</p>

<p>$ d = \frac{|\left(\vec{a}_2 - \vec{a}_1\right) \cdot \left(\vec{b}_1 \times \vec{b}_2\right)|}{|\vec{b}_1 \times \vec{b}_2|} $</p>

<p>From the given lines:</p>

<p>$ \vec{a}_1 = (3, -15, 9) $</p>

<p>$ \vec{a}_2 = (-1, 1, 9) $</p>

<p>$ \vec{b}_1 = (2, -7, 5) $</p>

<p>$ \vec{b}_2 = (2, 1, -3) $</p>

<p>Calculate the difference:</p>

<p>$ \vec{a}_2 - \vec{a}_1 = (-1-3, 1+15, 9-9) = (-4, 16, 0) $</p>

<p>Next, compute the cross product:</p>

<p>$ \vec{b}_1 \times \vec{b}_2 = \begin{vmatrix} \hat{i} & \hat{j} & \hat{k} \\ 2 & -7 & 5 \\ 2 & 1 & -3 \end{vmatrix}  = (16\hat{i} + 16\hat{j} + 16\hat{k}) $</p>

<p>The magnitude of the cross product is:</p>

<p>$ |\vec{b}_1 \times \vec{b}_2| = |(16\hat{i} + 16\hat{j} + 16\hat{k})| = 16\sqrt{3} $</p>

<p>Calculate the dot product:</p>

<p>$ (\vec{a}_2 - \vec{a}_1) \cdot (\vec{b}_1 \times \vec{b}_2) = (-4\hat{i} + 16\hat{j} + 0\hat{k}) \cdot (16\hat{i} + 16\hat{j} + 16\hat{k})  = -64 + 256 + 0 = 192 $</p>

<p>Finally, find the shortest distance:</p>

<p>$ d = \frac{|192|}{16\sqrt{3}} = \frac{192}{16\sqrt{3}} = 4\sqrt{3} $</p>

<p>Thus, the shortest distance is:</p>

<p>$ \boxed{4 \sqrt{3}} $</p>",mcq,jee-main-2024-online-6th-april-morning-shift
lvc58e9z,maths,3d-geometry,lines-in-space,"<p>Let $$P$$ be the point $$(10,-2,-1)$$ and $$Q$$ be the foot of the perpendicular drawn from the point $$R(1,7,6)$$ on the line passing through the points $$(2,-5,11)$$ and $$(-6,7,-5)$$. Then the length of the line segment $$P Q$$ is equal to _________.</p>",[],,13,"<p><img src=""https://app-content.cdn.examgoal.net/fly/@width/image/1lwd5pdpk/204a0778-5148-47b3-a659-091fdb696421/09fd8280-15a9-11ef-99cc-63deb36dcc4a/file-1lwd5pdpl.png?format=png"" data-orsrc=""https://app-content.cdn.examgoal.net/image/1lwd5pdpk/204a0778-5148-47b3-a659-091fdb696421/09fd8280-15a9-11ef-99cc-63deb36dcc4a/file-1lwd5pdpl.png"" loading=""lazy"" style=""max-width: 100%;height: auto;display: block;margin: 0 auto;max-height: 40vh;vertical-align: baseline"" alt=""JEE Main 2024 (Online) 6th April Morning Shift Mathematics - 3D Geometry Question 1 English Explanation""></p>
<p>$$\begin{aligned}
&amp; P(10,-2,-1) \\
&amp; M N: \frac{x-2}{8}=\frac{y+5}{-12}=\frac{z-11}{16}
\end{aligned}$$</p>
<p>General point</p>
<p>$$(8k + 2, - 12k - 5,16k + 11)$$</p>
<p>$$\overrightarrow {RQ}  = (8k + 2 - 1)\widehat i + ( - 12k - 5 - 7)\widehat j + (16k + 11 - 6)\widehat k$$</p>
<p>$$\overrightarrow {RQ}  = (8k + 1)\widehat i - (12k + 12)\widehat j + (16k + 5)\widehat k$$</p>
<p>$$\overrightarrow {RQ} \,.\,\overrightarrow {MN}  = 0$$ (as both are perpendicular)</p>
<p>$$8(8 k+1)+12(12 k+12)+16(16 k+5)=0$$</p>
<p>$$\begin{aligned}
&amp; 64 k+8+144 k+144+256 k+80=0 \\
&amp; 464 k=-232 \\
&amp; k=\frac{-232}{464}=\frac{-1}{2} \\
&amp; Q(-4+2,6-5,-8+11) \\
&amp; Q(-2,1,3) \\
&amp; P Q=\sqrt{(10+2)^2+(-3)^2+(4)^2} \\
&amp; P Q=\sqrt{12^2+3^2+4^2} \\
&amp; P Q=\sqrt{169}=13
\end{aligned}$$</p>",integer,jee-main-2024-online-6th-april-morning-shift
ZZ2mbSw3xnje5rne,maths,3d-geometry,plane-in-space,"The $$d.r.$$ of normal to the plane through $$(1, 0, 0), (0, 1, 0)$$ which makes an angle $$\pi /4$$ with plane $$x+y=3$$ are :","[{""identifier"": ""A"", ""content"": ""$$1,\\sqrt 2 ,1$$ ""}, {""identifier"": ""B"", ""content"": ""$$1,1,\\sqrt 2 $$ ""}, {""identifier"": ""C"", ""content"": ""$$1, 1, 2$$""}, {""identifier"": ""D"", ""content"": ""$$\\sqrt 2 ,1,1$$ ""}]","[""B""]",,"Equation of plane through $$\left( {1,0,0} \right)$$ is 
<br><br>$$a\left( {x - 1} \right) + by + cz = 0\,\,\,\,\,\,\,\,\,\,...\left( i \right)$$
<br><br>$$(i)$$ passes through $$\left( {0,1,0} \right).$$
<br><br>$$ - a + b = 0 \Rightarrow b = a;$$
<br><br>Also, $$\cos {45^ \circ }$$
<br><br>$$ = {{a + a} \over {\sqrt {2\left( {2{a^2} + {c^2}} \right)} }} \Rightarrow 2a = \sqrt {2{a^2} + {c^2}} $$
<br><br>$$ \Rightarrow 2{a^2} = {c^2}$$ 
<br><br>$$ \Rightarrow c = \sqrt 2 a.$$
<br><br>So $$d.r$$ of normal area $$a,$$ $$a\sqrt {2a} $$ i.e. $$1,$$ $$1,\sqrt 2 .$$",mcq,aieee-2002
tklE0iEL4MC3JSAh,maths,3d-geometry,plane-in-space,The shortest distance from the plane $$12x+4y+3z=327$$ to the sphere <br/><br/>$${x^2} + {y^2} + {z^2} + 4x - 2y - 6z = 155$$ is ,"[{""identifier"": ""A"", ""content"": ""$$39$$ ""}, {""identifier"": ""B"", ""content"": ""$$26$$ ""}, {""identifier"": ""C"", ""content"": ""$$11{4 \\over {13}}$$ ""}, {""identifier"": ""D"", ""content"": ""$$13$$""}]","[""D""]",,"Shortest distance $$=$$ perpendicular distance between the plane and sphere $$=$$ distance of plane from center of sphere $$-$$ radius
<br><br>$$ = \left| {{{ - 2 \times 12 + 4 \times 1 + 3 \times 3 - 327} \over {\sqrt {144 + 9 + 16} }}} \right| - \sqrt {4 + 1 + 9 + 155} $$
<br><br>$$ = 26 - 13 = 13$$",mcq,aieee-2003
CFmX8122sUhvE9Dl,maths,3d-geometry,plane-in-space,"Two systems of rectangular axes have the same origin. If a plane cuts then at distances $$a,b,c$$ and $$a', b', c'$$ from the origin then  ","[{""identifier"": ""A"", ""content"": ""$${1 \\over {{a^2}}} + {1 \\over {{b^2}}} + {1 \\over {{c^2}}} - {1 \\over {a{'^2}}} - {1 \\over {b{'^2}}} - {1 \\over {c{'^2}}} = 0$$ ""}, {""identifier"": ""B"", ""content"": ""$$\\,{1 \\over {{a^2}}} + {1 \\over {{b^2}}} + {1 \\over {{c^2}}} + {1 \\over {a{'^2}}} + {1 \\over {b{'^2}}} + {1 \\over {c{'^2}}} = 0$$ ""}, {""identifier"": ""C"", ""content"": ""$${1 \\over {{a^2}}} + {1 \\over {{b^2}}} - {1 \\over {{c^2}}} + {1 \\over {a{'^2}}} - {1 \\over {b{'^2}}} - {1 \\over {c{'^2}}} = 0$$ ""}, {""identifier"": ""D"", ""content"": ""$${1 \\over {{a^2}}} - {1 \\over {{b^2}}} - {1 \\over {{c^2}}} + {1 \\over {a{'^2}}} - {1 \\over {b{'^2}}} - {1 \\over {c{'^2}}} = 0$$ ""}]","[""A""]",,"Equation of planes be $${x \over a} + {y \over b} + {z \over c} = 1\,\,\&amp; \,\,{x \over {a'}} + {y \over {b'}} + {z \over {c'}} = 1$$
<br><br>So the distance from (0, 0, 0) to both the plane is same.
<br><br>$$ \therefore $$ $$\left| {{{ - 1} \over {\sqrt {{1 \over {{a^2}}} + {1 \over {{b^2}}} + {1 \over {{c^2}}}} }}} \right| = \left| {{{ - 1} \over {\sqrt {{1 \over {a{'^2}}} + {1 \over {b{'^2}}} + {1 \over {c{'^2}}}} }}} \right|$$
<br><br>$$ \Rightarrow $$ $${1 \over {{a^2}}} + {1 \over {{b^2}}} + {1 \over {{c^2}}} - {1 \over {{{a'}^{2}}}} - {1 \over {{{b'}^{2}}}} - {1 \over {{{c'}^{2}}}} = 0$$",mcq,aieee-2003
HYn9nj1UWdOirDBu,maths,3d-geometry,plane-in-space,"The radius of the circle in which the sphere 
<br/><br>$${x^2} + {y^2} + {z^2} + 2x - 2y - 4z - 19 = 0$$ is cut by the plane 
<br/><br>$$x+2y+2z+7=0$$ is </br></br>","[{""identifier"": ""A"", ""content"": ""$$4$$""}, {""identifier"": ""B"", ""content"": ""$$1$$""}, {""identifier"": ""C"", ""content"": ""$$2$$ ""}, {""identifier"": ""D"", ""content"": ""$$3$$""}]","[""D""]",,"<img class=""question-image"" src=""https://res.cloudinary.com/dckxllbjy/image/upload/v1734265346/exam_images/c0dqhctziwbekfugrolb.webp"" loading=""lazy"" alt=""AIEEE 2003 Mathematics - 3D Geometry Question 321 English Explanation"">
<br><br>Center of sphere $$ = \left( { - 1,1,2} \right)$$
<br><br>Radius of sphere $$\sqrt {1 + 1 + 4 + 19}  = 5$$
<br><br>Perpendicular distance from center to the plane 
<br><br>$$OC = d = \left| {{{ - 1 + 2 + 4 + 7} \over {\sqrt {1 + 4 + 4} }}} \right| = {{12} \over 3} = 4.$$
<br><br>$$A{C^2} = A{O^2} - O{C^2} = {5^2} - {4^2} = 9$$
<br><br>$$ \Rightarrow AC = 3$$",mcq,aieee-2003
