unique_id,Shift Name,Subject,Question Number,Question Text,Correct Option
feab3b23-dde2-40ee-b7d3-26b1a5a545a3,JEE Main 2025 (22 Jan Shift 2),Mathematics,15,"The system of linear equations:

\[
\begin{align*}
x + y + 2z &= 6 \\
-2x + 3y + az &= a + 1 \\
7a + 3b &= 0
\end{align*}
\]

If the system of linear equations: \( 2x + 3y + az = a + 1 \) where \( a, b \in \mathbb{R} \), has infinitely many solutions, then \( 7a + 3b \) is equal to:

1. 16
2. 12
3. 22
4. 9",1
08e5060e-dc0a-454f-b789-9af233997119,JEE Main 2025 (22 Jan Shift 2),Mathematics,16,"If \( x = f(y) \) is the solution of the differential equation \( (1 + y^2) + \left( x - 2e^{\tan^{-1} y} \right) \frac{dy}{dx} = 0 \), \( y \in \left( -\frac{\pi}{2}, \frac{\pi}{2} \right) \) with \( f(0) = 1 \), then \( f \left( \frac{1}{\sqrt{3}} \right) \) is equal to:

1. \( e^{\pi/12} \)
2. \( e^{\pi/4} \)
3. \( e^{\pi/3} \)
4. \( e^{\pi/6} \)",4
0a58d51f-1bc6-488d-8536-9c62d69bbd89,JEE Main 2025 (22 Jan Shift 2),Mathematics,17,"Let \( \alpha_\theta \) and \( \beta_\theta \) be the distinct roots of \( 2x^2 + (\cos \theta)x - 1 = 0, \theta \in (0, 2\pi) \). If \( m \) and \( M \) are the minimum and the maximum values of \( \alpha^4_\theta + \beta^4_\theta \), then \( 16(M + m) \) equals:

1. 24
2. 25
3. 17
4. 27",2
ba446548-3c5e-434a-a4f9-ff93210e0167,JEE Main 2025 (22 Jan Shift 2),Mathematics,18,"The sum of all values of \( \theta \in [0, 2\pi] \) satisfying \( 2\sin^2 \theta = \cos 2\theta \) and \( 2\cos^2 \theta = 3\sin \theta \) is (1) \( 4\pi \)  
(2) \( \frac{5\pi}{6} \)  
(3) \( \pi \)  
(4) \( \frac{\pi}{2} \)  ",3
7061bd67-c3b7-4aca-9919-70c9af344083,JEE Main 2025 (22 Jan Shift 2),Mathematics,19,"Let the curve \( z(1 + i) + \bar{z}(1 - i) = 4 \), \( z \in \mathbb{C} \), divide the region \( |z - 3| \leq 1 \) into two parts of areas \( \alpha \) and \( \beta \). Then \( |\alpha - \beta| \) equals:

(1) \( 1 + \frac{\pi}{2} \)
(2) \( 1 + \frac{\pi}{3} \)
(3) \( 1 + \frac{\pi}{6} \)
(4) \( 1 + \frac{\pi}{4} \)",1
4108dd5f-fa57-4844-b135-30ab0af558d1,JEE Main 2025 (22 Jan Shift 2),Mathematics,20,"Let \( E: \frac{x^2}{a^2} + \frac{y^2}{b^2} = 1, a > b \) and \( H: \frac{x^2}{A^2} - \frac{y^2}{B^2} = 1 \). Let the distance between the foci of \( E \) and the foci of \( H \) be \( 2\sqrt{3} \). If \( a - A = 2 \), and the ratio of the eccentricities of \( E \) and \( H \) is \( \frac{1}{3} \), then the sum of the lengths of their latus rectums is equal to:

(1) 10
(2) 9
(3) 8
(4) 7",3
632756dd-ef72-4259-b346-9f43bb1fa419,JEE Main 2025 (22 Jan Shift 2),Mathematics,21,"If \( \sum_{r=1}^{30} \frac{r^3 (\cos \alpha)^2}{30C_r} = \alpha \times 2^{29} \), then \( \alpha \) is equal to _______.",465
ccc20cc0-9a53-4c5b-8326-1b1a7627d330,JEE Main 2025 (22 Jan Shift 2),Mathematics,22,"Let \( A = \{1, 2, 3\} \). The number of relations on \( A \), containing (1, 2) and (2, 3), which are reflexive and transitive but not symmetric, is _______.",3
488b8dc9-101e-496c-8d75-9e350b0b7330,JEE Main 2025 (22 Jan Shift 2),Mathematics,23,"Let \( A(6, 8), B(10 \cos \alpha, -10 \sin \alpha), C(-10 \sin \alpha, 10 \cos \alpha) \), be the vertices of a triangle. If \( L(a, 9) \) and \( G(h, k) \) be its orthocenter and centroid respectively, then \( 5a - 3h + 6k + 100 \sin 2\alpha \) is equal to _______.",145
436d0a30-99f4-4a87-a9a3-3acecad4694f,JEE Main 2025 (22 Jan Shift 2),Mathematics,24,"Let \( y = f(x) \) be the solution of the differential equation \( \frac{dy}{dx} + \frac{xy}{x^2 - 1} = \frac{x^2 + 4x}{\sqrt{1-x^2}}, -1 < x < 1 \) such that \( f(0) = 0 \). If \( \int_{-1/2}^{1/2} f(x)dx = 2\pi - \alpha \) then \( \alpha^2 \) is equal to _______.",27
bc79b31f-ddd7-4251-b859-b65f546db58f,JEE Main 2025 (22 Jan Shift 2),Mathematics,25,"Let the distance between two parallel lines be 5 units and a point \( P \) lie between the lines at a unit distance from one of them. An equilateral triangle \( PQR \) is formed such that \( Q \) lies on one of the parallel lines, while \( R \) lies on the other. Then \( (QR)^2 \) is equal to _______.",28
33da9282-3bcc-4fd5-a591-c018b712af39,JEE Main 2025 (23 Jan Shift 1),Mathematics,1,"If the first term of an A.P. is 3 and the sum of its first four terms is equal to one-fifth of the sum of the next four terms, then the sum of the first 20 terms is equal to

- (1) $-1080$
- (2) $-1020$
- (3) $-1200$
- (4) $-120$",1
4b9c830a-1db7-457c-851b-edd3a124ed9b,JEE Main 2025 (23 Jan Shift 1),Mathematics,2,"One die has two faces marked 1, two faces marked 2, one face marked 3 and one face marked 4. Another die has one face marked 1, two faces marked 2, two faces marked 3 and one face marked 4. The probability of getting the sum of numbers to be 4 or 5, when both the dice are thrown together, is

- (1) $\frac{3}{16}$
- (2) $\frac{1}{4}$
- (3) $\frac{3}{8}$
- (4) $\frac{5}{8}$",2
d005ece7-0f50-42ba-ba3d-103b927db487,JEE Main 2025 (23 Jan Shift 1),Mathematics,3,"Let the position vectors of the vertices $A, B$ and $C$ of a tetrahedron $ABCD$ be $\mathbf{i} + 2\mathbf{j} + \mathbf{k}, \mathbf{i} + 3\mathbf{j} = 2\hat{k}$ and $2\mathbf{i} + \mathbf{j} - \mathbf{k}$ respectively. The altitude from the vertex $D$ to the opposite face $ABC$ meets the median line segment through $A$ of the triangle $ABC$ at the point $E$. If the length of $AD$ is $\frac{\sqrt{11}}{3}$ and the volume of the tetrahedron is $\frac{\sqrt{805}}{6}$, then the position vector of $E$ is

- (1) $\frac{1}{3}(7\mathbf{i} + 4\mathbf{j} + 3\mathbf{k})$
- (2) $\frac{1}{3}(i + 4\mathbf{j} + 7\mathbf{k})$
- (3) $\frac{1}{3}(12\mathbf{i} + 12\mathbf{j} + \mathbf{k})$
- (4) $\frac{1}{3}(7\mathbf{i} + 12\mathbf{j} + \mathbf{k})$",4
a67dad96-e96b-4ce7-85be-94ffe8b32a82,JEE Main 2025 (23 Jan Shift 1),Mathematics,4,"If $A, B,$ and $(\text{adj} (A^{-1}) + \text{adj} (B^{-1}))$ are non-singular matrices of same order, then the inverse of $A (\text{adj} (A^{-1}) + \text{adj} (B^{-1}))^{-1} B$, is equal to

- (1) $AB^{-1} + A^{-1}B$
- (2) $\text{adj} (B^{-1}) + \text{adj} (A^{-1})$
- (3) $\frac{AB^{-1}}{|A|} + \frac{BA^{-1}}{|B|}$
- (4) $\frac{1}{|A|}(\text{adj}(B) + \text{adj}(A))$",4
dfdcc2d4-1d85-4c3d-8742-880b5d5a0361,JEE Main 2025 (23 Jan Shift 1),Mathematics,5,"Marks obtained by all the students of class 12 are presented in a frequency distribution with classes of equal width. Let the median of this grouped data be 14 with median class interval 12-18 and median class frequency 12. If the number of students whose marks are less than 12 is 18, then the total number of students is

- (1) 52
- (2) 48
- (3) 44
- (4) 40",3
b4c9d3a5-15e8-4d30-acb3-da063db14b28,JEE Main 2025 (23 Jan Shift 1),Mathematics,6,"Let a curve $y = f(x)$ pass through the points $(0, 5)$ and $(\log_e 2, k)$. If the curve satisfies the differential equation $2(3 + y)e^{2x} dx - (7 + e^{2x}) dy = 0$, then $k$ is equal to

- (1) 4
- (2) 32
- (3) 8
- (4) 16",3
625f1ae5-596c-4639-b134-7a15eaf01b76,JEE Main 2025 (23 Jan Shift 1),Mathematics,7,"If the function $f(x) = \begin{cases} \frac{2}{x} \sin (k_1 x + k_2 - 1) x, & x < 0 \\ 4, & x = 0 \\ \frac{2}{x} \log_e (\frac{2 + k_2 x}{2 + k_2 x}), & x > 0 \end{cases}$ is continuous at $x = 0$, then $k_1^2 + k_2^2$ is equal to

- (1) 20
- (2) 5
- (3) 8
- (4) 10",4
163a7d1a-cecf-4f07-b8b1-44147f0dbf64,JEE Main 2025 (23 Jan Shift 1),Mathematics,8,"If the line $3x - 2y + 12 = 0$ intersects the parabola $4y = 3x^2$ at the points $A$ and $B$, then at the vertex of the parabola, the line segment $AB$ subtends an angle equal to : (1) \( \tan^{-1} \left(\frac{4}{5}\right) \)  
(2) \( \tan^{-1} \left(\frac{9}{7}\right) \)  
(3) \( \tan^{-1} \left(\frac{11}{9}\right) \)  
(4) \( \frac{\pi}{2} - \tan^{-1} \left(\frac{3}{7}\right) \)  ",2
c4a0c746-1002-404f-acaf-9bae1604d83c,JEE Main 2025 (23 Jan Shift 1),Mathematics,9,"Let \( P \) be the foot of the perpendicular from the point \( Q(10, -3, -1) \) on the line \( \frac{x-3}{7} = \frac{y-2}{1} = \frac{z+1}{2} \). Then the area of the right angled triangle \( PQR \), where \( R \) is the point \((3, -2, 1)\), is

\begin{align*}
(1) \ 9\sqrt{15} & & \quad (2) \ \sqrt{30} \\
(3) \ 8\sqrt{15} & & \quad (4) \ 3\sqrt{30}
\end{align*}",4
496fa60a-2674-400d-86ac-c5d00bc38dfb,JEE Main 2025 (23 Jan Shift 1),Mathematics,10,"Let the arc \( AC \) of a circle subtend a right angle at the centre \( O \). If the point \( B \) on the arc \( AC \), divides the arc \( AC \) such that \( \frac{\text{length of arc } AB}{\text{length of arc } BC} = \frac{1}{5} \), and \( \overrightarrow{OC} = \alpha\overrightarrow{OA} + \beta\overrightarrow{OB} \), then \( \alpha + \sqrt{2(\sqrt{3} - 1)}\beta \) is equal to

\begin{align*}
(1) \ 2\sqrt{3} & & \quad (2) \ 2 - \sqrt{3} \\
(3) \ 5\sqrt{3} & & \quad (4) \ 2 + \sqrt{3}
\end{align*}",2
9ff44630-babd-4c87-9b8b-2e76dfc56d37,JEE Main 2025 (23 Jan Shift 1),Mathematics,11,"Let \( f(x) = \log_2 x \) and \( g(x) = \frac{x^4 - 2x^3 + 3x^2 - 2x + 2}{2x^2 - 2x + 1} \). Then the domain of \( f \circ g \) is

\begin{align*}
(1) \ [0, \infty) & & \quad (2) \ [1, \infty) \\
(3) \ (0, \infty) & & \quad (4) \ \mathbb{R}
\end{align*}",4
6520cadb-f7b1-49f3-870d-ece5223a1e99,JEE Main 2025 (23 Jan Shift 1),Mathematics,12,"\((\lambda - 1)x + (\lambda - 4)y + \lambda z = 5 \)

If the system of equations \( \lambda x + (\lambda - 1)y + (\lambda - 4)z = 7 \) has infinitely many solutions, then \( \lambda^2 + \lambda \) is equal to

\begin{align*}
(1) \ 6 & & \quad (2) \ 10 \\
(3) \ 20 & & \quad (4) \ 12
\end{align*}",4
57278625-22b7-460b-9c6d-85e0cb9de522,JEE Main 2025 (23 Jan Shift 1),Mathematics,13,"The number of words, which can be formed using all the letters of the word ""DAUGHTER"", so that all the vowels never come together, is

\begin{align*}
(1) \ 36000 & & \quad (2) \ 37000 \\
(3) \ 34000 & & \quad (4) \ 35000
\end{align*}",1
e0176c27-17ad-44e9-8200-ea8dc44a25ef,JEE Main 2025 (23 Jan Shift 1),Mathematics,14,"Let \( R = \{(1, 2), (2, 3), (3, 3)\} \) be a relation defined on the set \( \{1, 2, 3, 4\} \). Then the minimum number of elements, needed to be added in \( R \) so that \( R \) becomes an equivalence relation, is

\begin{align*}
(1) \ 10 & & \quad (2) \ 7 \\
(3) \ 8 & & \quad (4) \ 9
\end{align*}",2
c6c9ea0d-2b4a-4d75-9b51-288c394b52ae,JEE Main 2025 (23 Jan Shift 1),Mathematics,15,"Let the area of a \( \triangle PQR \) with vertices \( P(5, 4), Q(-2, 4) \) and \( R(a, b) \) be 35 square units. If its orthocenter and centroid are \( O \left(2, \frac{12}{7}\right) \) and \( C(c, d) \) respectively, then \( c + 2d \) is equal to

\begin{align*}
(1) \ \frac{8}{3} & & \quad (2) \ \frac{7}{3} \\
(3) \ 2 & & \quad (4) \ 3
\end{align*}",4
7dbc72dd-8dd6-4ee9-a67b-e3fef13d7cd7,JEE Main 2025 (23 Jan Shift 1),Mathematics,16,"The value of \( \int_{\mathbb{R}} \frac{1}{x} \left( e^{(\log_2 x)^2 + 1} - e^{(\log_2 x)^2 - 1} \right) dx \) is

\begin{align*}
(1) \ 2 & & \quad (2) \ \log_2 2 \\
(3) \ 1 & & \quad (4) \ e^2
\end{align*}",3
9e7da6b5-4669-4472-8aaa-cd93a27cf3c1,JEE Main 2025 (23 Jan Shift 1),Mathematics,17,"Let \( \frac{x^2}{16} + \frac{y^2}{25} = 1 \), \( z \in C \), be the equation of a circle with center at \( C \). If the area of the triangle, whose vertices are at the points \( (0, 0) \), \( C \) and \( (\alpha, 0) \) is 11 square units, then \( \alpha^2 \) equals:

- (1) 50
- (2) 100
- (3) \( \frac{81}{25} \)
- (4) \( \frac{121}{25} \)",2
4a20f27f-5446-4fec-9652-f29e5d09d339,JEE Main 2025 (23 Jan Shift 1),Mathematics,18,"The value of \((\sin 70^\circ)(\cot 10^\circ \cot 70^\circ - 1)\) is

- (1) \( 2/3 \)
- (2) 0
- (3) \( 3/2 \)
- (4) 1",2
77f489df-a2bc-4579-95b9-5d61d9d617a7,JEE Main 2025 (23 Jan Shift 1),Mathematics,19,"Let \( I(x) = \int \frac{dx}{(x-11)(x+15)} \). If \( I(37) - I(24) = \frac{1}{4} \left( \frac{1}{\beta x} - \frac{1}{c x} \right) \), \( b, c \in \mathbb{N} \), then \( 3(b + c) \) is equal to

- (1) 22
- (2) 39
- (3) 40
- (4) 26",2
68c466e8-b8e2-42b5-a836-3bc4dd2e49b5,JEE Main 2025 (23 Jan Shift 1),Mathematics,20,"If \( \frac{\pi}{6} \leq x \leq \frac{3\pi}{4} \), then \( \cos^{-1}\left(\frac{12}{13}\cos x + \frac{5}{13}\sin x\right) \) is equal to

- (1) \( x - \tan^{-1}\frac{4}{3} \)
- (2) \( x + \tan^{-1}\frac{4}{5} \)
- (3) \( x - \tan^{-1}\frac{5}{12} \)
- (4) \( x + \tan^{-1}\frac{5}{12} \)",3
bfd1c5c4-ea06-4d15-8e85-2d54fa41bafb,JEE Main 2025 (23 Jan Shift 1),Mathematics,21,"Let the circle \( C \) touch the line \( x - y + 1 = 0 \), have the centre on the positive \( x \)-axis, and cut off a chord of length \( \frac{4}{\sqrt{13}} \) along the line \( -3x + 2y = 1 \). Let \( H \) be the hyperbola \( \frac{x^2}{a^2} - \frac{y^2}{b^2} = 1 \), whose one of the foci is the centre of \( C \) and the length of the transverse axis is the diameter of \( C \). Then \( 2a^2 + 3b^2 \) is equal to",19
0c471963-04dd-4a21-987b-535f3ec17da9,JEE Main 2025 (23 Jan Shift 1),Mathematics,22,"If the equation \( a(b - c)x^2 + b(c - a)x + c(a - b) = 0 \) has equal roots, where \( a + c = 15 \) and \( b = \frac{36}{5} \), then \( a^2 + c^2 \) is equal to",117
a5f4fa94-d8e4-4c6e-84f1-c1cf21d2cabf,JEE Main 2025 (23 Jan Shift 1),Mathematics,23,"If the set of all values of \( a \), for which the equation \( 5x^3 - 15x - a = 0 \) has three distinct real roots, is the interval \((\alpha, \beta)\), then \( \beta - 2\alpha \) is equal to",30
75387286-d2e3-4701-a450-6603de1e3ed9,JEE Main 2025 (23 Jan Shift 1),Mathematics,24,The sum of all rational terms in the expansion of \( \left(1 + 2^{1/2} + 3^{1/2}\right)^6 \) is equal to,612
4f2b69e7-6590-4ebb-8eea-c25d743cdae4,JEE Main 2025 (23 Jan Shift 1),Mathematics,25,"If the area of the larger portion bounded between the curves \( x^2 + y^2 = 25 \) and \( y = |x - 1| \) is \( \frac{1}{3}(b\pi + c) \), \( b, c \in \mathbb{N} \), then \( b + c \) is equal to",77
4bb09cfb-2ab1-444e-bea8-964f5d829710,JEE Main 2025 (23 Jan Shift 2),Mathematics,1,"The distance of the line \( \frac{x^2}{2} = \frac{y^6}{3} = \frac{z^3}{4} \) from the point \((1, 4, 0)\) along the line \( \frac{x}{4} = \frac{y^2}{2} = \frac{z^3}{3} \) is:

(1) \( \sqrt{17} \)
(2) \( \sqrt{15} \)
(3) \( \sqrt{14} \)
(4) \( \sqrt{13} \)",3
e7f78510-f04f-4edc-ae36-a36fa1560105,JEE Main 2025 (23 Jan Shift 2),Mathematics,2,"Let \( A = \{(x, y) \in \mathbb{R} \times \mathbb{R} : |x + y| \geq 3\} \) and \( B = \{(x, y) \in \mathbb{R} \times \mathbb{R} : |x| + |y| \leq 3\} \). If \( C = \{(x, y) \in A \cap B : x = 0 \text{ or } y = 0\} \), then \( \sum_{(x, y) \in C} |x + y| \) is:

(1) 15
(2) 24
(3) 18
(4) 12",4
99dc6eaa-8767-4188-ba6c-259aa4554208,JEE Main 2025 (23 Jan Shift 2),Mathematics,3,"Let \( X = \mathbb{R} \times \mathbb{R} \). Define a relation \( R \) on \( X \) as: \((a_1, b_1)R(a_2, b_2) \iff b_1 = b_2 \)  Statement I : \( R \) is an equivalence relation. Statement II : For some \((a, b) \in X\), the set \( S = \{(x, y) \in X : (x, y)R(a, b)\} \) represents a line parallel to \( y = x \). In the light of the above statements, choose the correct answer from the options given below:

(1) Both Statement I and Statement II are false
(2) Statement I is true but Statement II is false
(3) Both Statement I and Statement II are true
(4) Statement I is false but Statement II is true",2
9d8b65c8-f334-4258-9396-87e8b05c040f,JEE Main 2025 (23 Jan Shift 2),Mathematics,4,"Let \( \int x^3 \sin x \, dx = g(x) + C \), where \( C \) is the constant of integration. If \( 8 \left( g\left(\frac{\pi}{2}\right) + g'\left(\frac{\pi}{2}\right)\right) = \alpha \pi^3 + \beta \pi^2 + \gamma, \alpha, \beta, \gamma \in \mathbb{Z} \), then \( \alpha + \beta - \gamma \) equals:

(1) 48
(2) 55
(3) 62
(4) 47",2
fd4b9955-e499-42a7-b307-dc01f26961e7,JEE Main 2025 (23 Jan Shift 2),Mathematics,5,"A rod of length eight units moves such that its ends \( A \) and \( B \) always lie on the lines \( x - y + 2 = 0 \) and \( y + 2 = 0 \), respectively. If the locus of the point \( P \), that divides the rod \( AB \) internally in the ratio \( 2 : 1 \) is \( 9 \left( x^2 + \alpha y^2 + \beta xy + \gamma x + 28y\right) - 76 = 0 \), then \( \alpha - \beta - \gamma \) is equal to:

(1) 22
(2) 21
(3) 23
(4) 24",3
c1114f31-44a0-417b-bb0d-4021c582e91c,JEE Main 2025 (23 Jan Shift 2),Mathematics,6,"If the square of the shortest distance between the lines \( \frac{x^2}{m} = \frac{y^6}{n} = \frac{z^3}{3} \) and \( \frac{x^3}{m} = \frac{y^3}{n} = \frac{z^3}{3} \) is \( \frac{m}{n} \), where \( m, n \) are coprime numbers, then \( m + n \) is equal to:

(1) 21
(2) 9
(3) 14
(4) 6",2
baf77833-80a8-4e67-be37-d8b8e6ea1c76,JEE Main 2025 (23 Jan Shift 2),Mathematics,7,"\( \lim_{x \to \infty} \frac{(2x^2-3x+5)(3x-1)^{\frac{2}{3}}}{(3x^2+5x+4)\sqrt{(3x+2)^3}} \) is equal to:

(1) \( \frac{2}{3} \sqrt{e} \)
(2) \( \frac{3e}{5} \)
(3) \( \frac{2e}{3} \)
(4) \( \frac{3e}{5} \)",3
0e467008-3d2e-4985-a888-c4c4c61ef89a,JEE Main 2025 (23 Jan Shift 2),Mathematics,8,"Let the point \( A \) divide the line segment joining the points \( P(-1,-1,2) \) and \( Q(5,5,10) \) internally in the ratio \( r : 1(r > 0) \). If \( O \) is the origin and \( \overrightarrow{OQ} \cdot \overrightarrow{OA} = \frac{1}{5} |\overrightarrow{OP} \times \overrightarrow{OA}|^2 \) = 10, then the value of \( r \) is:

(1) \( \sqrt{7} \)
(2) 14
(3) 3
(4) 7",4
1e9fd5df-4e15-472f-8b30-eb508b1cd5d0,JEE Main 2025 (23 Jan Shift 2),Mathematics,9,"The length of the chord of the ellipse \( \frac{x^2}{4} + \frac{y^2}{3} = 1 \), whose mid-point is \((1, \frac{1}{2})\), is:
(1) \( \frac{5}{3} \sqrt{15} \)
(2) \( \frac{1}{3} \sqrt{15} \)
(3) \( \frac{2}{3} \sqrt{15} \)
(4) \( \sqrt{15} \)",3
f72094ad-9378-463a-8afe-101e4c1feb7c,JEE Main 2025 (23 Jan Shift 2),Mathematics,10,"The system of equations \( x + 2y + 5z = 9 \), has no solution if:
(x) \( x + 5y + \lambda z = \mu \),
(1) \( \lambda = 15, \mu \neq 17 \)
(2) \( \lambda \neq 17, \mu = 18 \)
(3) \( \lambda = 17, \mu \neq 18 \)
(4) \( \lambda = 17, \mu = 18 \)",3
8767ea4d-8340-48c8-855d-b38999732170,JEE Main 2025 (23 Jan Shift 2),Mathematics,11,"Let the range of the function 
\[ f(x) = 6 + 16 \cos x \cdot \cos \left( \frac{x}{3} - x \right) \cdot \cos \left( \frac{x}{3} + x \right) \cdot \sin 3x \cdot \cos 6x, x \in \mathbb{R} \]
be \([\alpha, \beta] \). Then the distance of the point \((\alpha, \beta)\) from the line \(3x + 4y + 12 = 0\) is:
(1) 11
(2) 8
(3) 10
(4) 9",1
1c0b8f27-c697-4c95-8608-edc4eac9c44f,JEE Main 2025 (23 Jan Shift 2),Mathematics,12,"Let \( x = x(y) \) be the solution of the differential equation 
\[ y = \left( x - y \frac{dy}{dx} \right) \sin \left( \frac{x}{y} \right), y > 0 \text{ and } x(1) = \frac{\pi}{2} \]. Then
\[ \cos(x(2)) \] is equal to:
(1) \( 1 - 2(\log_2 2)^2 \)
(2) \( 1 - 2(\log_2 2) \)
(3) \( 2(\log_2 2)^2 - 1 \)
(4) \( 2(\log_2 2)^2 - 1 \)",4
b99eecd0-86cd-4151-9d7a-05d422815525,JEE Main 2025 (23 Jan Shift 2),Mathematics,13,"A spherical chocolate ball has a layer of ice-cream of uniform thickness around it. When the thickness of the ice-cream layer is 1 cm, the ice-cream melts at the rate of 81 cm³/min and the thickness of the ice-cream layer decreases at the rate of \( \frac{1}{4} \) cm/min. The surface area (in cm²) of the chocolate ball (without the ice-cream layer) is:
(1) 196π
(2) 256π
(3) 225π
(4) 128π",2
fc5d4114-d3a7-440c-ab06-28e802c7e40f,JEE Main 2025 (23 Jan Shift 2),Mathematics,14,"The number of complex numbers \( z \), satisfying \(|z| = 1\) and \( |\frac{z}{2} + \frac{\bar{z}}{2}| = 1\), is:
(1) 4
(2) 8
(3) 10
(4) 6",2
0c203c20-5dc4-4021-aaa0-252c32704f27,JEE Main 2025 (23 Jan Shift 2),Mathematics,15,"Let \( A = [a_{ij}] \) be a \( 3 \times 3 \) matrix such that
\[ A \begin{bmatrix} 0 \\ 1 \\ 1 \end{bmatrix} = \begin{bmatrix} 0 \\ 0 \\ 1 \end{bmatrix}, A \begin{bmatrix} 1 \\ 0 \\ 1 \end{bmatrix} = \begin{bmatrix} 1 \\ 0 \\ 0 \end{bmatrix} \text{ and } A \begin{bmatrix} 2 \\ 1 \\ 0 \end{bmatrix} = \begin{bmatrix} 1 \\ 0 \\ 0 \end{bmatrix} \], then \( a_{23} \) equals:
(1) -1
(2) 2
(3) 1
(4) 0",1
2760158c-5cbb-4b11-b37f-f567861c194e,JEE Main 2025 (23 Jan Shift 2),Mathematics,16,"If \( I = \int_{0}^{\pi} \frac{\sin \frac{x}{2}}{\sin \frac{x}{2} \cos \frac{x}{2}} \, dx \), then
\[ I = \int_{0}^{21} \frac{x \sin x \cos x}{\sin^4 x + \cos^4 x} \, dx \] equals:
(1) \( \frac{x^2}{12} \)
(2) \( \frac{x^2}{4} \)
(3) \( \frac{x^2}{16} \)
(4) \( \frac{x^2}{8} \)",3
c2ee8f45-0547-4c65-a11b-0105f122e588,JEE Main 2025 (23 Jan Shift 2),Mathematics,17,"A board has 16 squares as shown in the figure:

Out of these 16 squares, two squares are chosen at random. The probability that they have no side in common is:

(1) \(7/10\)  
(2) \(4/5\)  
(3) \(23/30\)  
(4) \(3/5\)",2
d128d6b6-a0f1-4ff4-b83f-13c828d9b444,JEE Main 2025 (23 Jan Shift 2),Mathematics,18,"Let the shortest distance from \((a, 0), a > 0\) to the parabola \(y^2 = 4x\) be 4. Then the equation of the circle passing through the point \((a, 0)\) and the focus of the parabola, and having its centre on the axis of the parabola is:

(1) \(x^2 + y^2 - 10x + 9 = 0\)  
(2) \(x^2 + y^2 - 6x + 5 = 0\)  
(3) \(x^2 + y^2 - 4x + 3 = 0\)  
(4) \(x^2 + y^2 - 8x + 7 = 0\)",2
4a48d53e-0787-43ac-aa0c-e9efba9739d7,JEE Main 2025 (23 Jan Shift 2),Mathematics,19,"If in the expansion of \((1 + x)^p(1 - x)^q\), the coefficients of \(x\) and \(x^2\) are 1 and -2, respectively, then \(p^2 + q^2\) is equal to:

(1) 18  
(2) 13  
(3) 8  
(4) 20",2
31fb90ca-bd84-4ca9-9b71-f32add59351d,JEE Main 2025 (23 Jan Shift 2),Mathematics,20,"If the area of the region \(\{(x, y) : -1 \leq x \leq 1, 0 \leq y \leq a + e^{x+1} - e^{-x}, a > 0\}\) is \(\frac{e^{x+1} e^{x+1}}{e}\), then the value of \(a\) is:

(1) 8  
(2) 7  
(3) 5  
(4) 6",3
f3c8fe19-bd8c-4f37-9e11-2b5930e3c8c6,JEE Main 2025 (23 Jan Shift 2),Mathematics,21,"The variance of the numbers 8, 21, 34, 47, \ldots, 320 is",3
0fb44c34-5e78-4474-a9c9-44ee4d1a0246,JEE Main 2025 (23 Jan Shift 2),Mathematics,22,"The roots of the quadratic equation \(3x^2 - px + q = 0\) are 10th and 11th terms of an arithmetic progression with common difference \(\frac{\alpha}{2}\). If the sum of the first 11 terms of this arithmetic progression is 88, then \(q - 2p\) is equal to",474
c355123b-d38e-40f8-942f-38ad395686a8,JEE Main 2025 (23 Jan Shift 2),Mathematics,23,"The number of ways, 5 boys and 4 girls can sit in a row so that either all the boys sit together or no two boys sit together, is",17280
9c014fa2-7f21-45b7-9d92-468f1b26fbdc,JEE Main 2025 (23 Jan Shift 2),Mathematics,24,"The focus of the parabola \(y^2 = 4x + 16\) is the centre of the circle \(C\) of radius 5. If the values of \(\lambda\), for which \(C\) passes through the point of intersection of the lines \(3x - y = 0\) and \(x + \lambda y = 4\), are \(\lambda_1\) and \(\lambda_2\), then \(12\lambda_1 + 29\lambda_2\) is equal to",15
25c19494-d9a2-408c-ade3-38e0a55aa8f2,JEE Main 2025 (23 Jan Shift 2),Mathematics,25,"Let \(\alpha, \beta\) be the roots of the equation \(x^2 - ax - b = 0\) with \(\text{Im}(\alpha) < \text{Im}(\beta)\). Let \(P_n = \alpha^n - \beta^n\). If \(P_3 = -5\sqrt{7}i, P_4 = -3\sqrt{7}i, P_5 = 11\sqrt{7}i\) and \(P_6 = 45\sqrt{7}i\), then \(|\alpha^4 + \beta^4|\) is equal to",31
716dfedd-e03b-472b-b096-06aa266e154c,JEE Main 2025 (24 Jan Shift 1),Mathematics,1,"Let circle $C$ be the image of $x^2 + y^2 - 2x + 4y - 4 = 0$ in the line $2x - 3y + 5 = 0$ and $A$ be the point on $C$ such that $OA$ is parallel to $x$-axis and $A$ lies on the right hand side of the centre $O$ of $C$. If $B(\alpha, \beta)$, with $\beta < 4$, lies on $C$ such that the length of the arc $AB$ is $(1/6)^{th}$ of the perimeter of $C$, then $\beta - \sqrt{3}\alpha$ is equal to

(1) $3 + \sqrt{3}$  
(2) $4$  
(3) $4 - \sqrt{3}$  
(4) $3$",2
